owner_experience,vet_access,owner_commitment,care_capability_score
Novice,Good,Moderate,67.12097960258995
Novice,excellent,Very High,73.97646838901724
Novice,Good,Moderate,64.61671587418853
Intermediate,Excellent,High,93.20996444357458
Novice,Regular,Very High,63.967470587532596
Intermediate,Regular,Very High,71.53678883036271
Novice,Regular,High,56.70203743509309
Intermediate,Limited,High,57.51255903404629
Intermediate,Regular,Low,52.30744381890422
Intermediate,Limited,High,43.02871868818502
Intermediate,Regular,Moderate,69.12543673772768
Advanced,Excellent,High,92.13816943400785
Novice,Good,Low,49.416542600543735
Intermediate,Excellent,High,63.3934045430265
Intermediate,Good,Very High,83.21772891655361
Novice,Limited,Moderate,43.68153048781443
Novice,Regular,Moderate,41.907654603543776
Expert,Good,Moderate,81.36928935621384
Novice,Good,Very High,76.84351734631667
Intermediate,Good,Moderate,75.04503421513073
Expert,Good,Moderate,92.50845671047557
Intermediate,Good,High,74.84257836319483
Novice,Excellent,High,73.79261791040126
Expert,Good,Moderate,84.12112629387308
Novice,Good,High,66.11620282501256
Advanced,Regular,High,79.15311767177074
Intermediate,Good,Moderate,74.72269663579836
Intermediate,Good,Moderate,51.246851514560134
Intermediate,Good,Moderate,66.46908254671781
Intermediate,Regular,High,78.1840321058172
Intermediate,Regular,Low,43.458510837858604
Novice,Good,Moderate,64.05792124013607
Novice,Good,High,72.27667359901162
Intermediate,Regular,Very High,80.63460346847178
Intermediate,Good,Moderate,62.692592234532285
Intermediate,Excellent,Moderate,73.65379711255372
Intermediate,Good,Very High,86.37300631525758
Novice,Excellent,Very High,82.38494826514334
Intermediate,REGULAR,Moderate,75.12355126874333
Advanced,Limited,High,68.81561884585759
Novice,Regular,Moderate,52.306150918866976
Intermediate,Regular,High,70.14904017071575
Novice,Good,High,71.54403444408788
Novice,Good,Moderate,51.21697318990748
Intermediate,Good,High,71.49227020071257
Advanced,Limited,Low,48.863214102637954
Expert,Excellent,High,100.0
Expert,Excellent,Moderate,92.63810976151906
Advanced,Regular,Moderate,72.55521415654177
Intermediate,Good,Low,60.143425432484946
Intermediate,Limited,Very High,64.7813416888735
Advanced,Regular,High,79.61328219747699
Novice,Regular,Moderate,35.0072554306755
Advanced,Excellent,High,96.67402681933454
Intermediate,Limited,Very High,70.56079761721224
Novice,Good,Moderate,59.875782680063026
Intermediate,Good,Very High,90.75092455065042
Intermediate,Good,High,82.70093702836944
NOVICE,Limited,Low,39.424454297005404
Intermediate,Good,High,88.33660231794146
Intermediate,Regular,Moderate,48.07636047690455
Novice,Regular,High,54.99928809487571
Expert,Good,High,83.65606409181977
Intermediate,Excellent,High,80.51398768011511
Intermediate,Good,Very High,76.3103347723949
Advanced,Good,High,89.60984829920186
Advanced,Limited,High,73.37060377693496
Advanced,Good,High,86.74374423202636
Novice,Good,High,63.177974723934526
Expert,Good,Moderate,84.3070770762694
Intermediate,Regular,High,69.0247961828684
Intermediate,Regular,High,61.44492730992379
Novice,Regular,High,56.83347550624257
Expert,Excellent,Moderate,85.54584070467543
Advanced,good,Low,80.67572444206466
Expert,Excellent,High,100.0
Novice,Regular,Moderate,52.32515350493317
Novice,Limited,High,34.62750874909487
Intermediate,Good,Very High,84.8116788510508
Intermediate,Good,High,79.68445410374179
Intermediate,Excellent,MODERATE,72.15340916382998
Intermediate,Excellent,Very High,77.64114604296881
Intermediate,Excellent,Moderate,68.59576008305564
Intermediate,Good,High,81.93366664474576
Novice,Excellent,Moderate,53.308560422154954
Novice,Limited,Moderate,46.69446582219049
Novice,Regular,High,74.13407472374757
Novice,Regular,Very High,54.209458768872125
Novice,Regular,High,62.58118889956146
Novice,Regular,Very High,66.10156545680135
Advanced,Good,Low,70.78334401697934
Advanced,Regular,Moderate,79.17769630093596
Novice,Regular,Moderate,42.068223188617196
Intermediate,Excellent,Moderate,75.75041380398838
Novice,Regular,High,57.11395250241522
Novice,Good,High,74.28314520747085
Intermediate,Regular,Moderate,60.762147701144954
Advanced,Regular,Moderate,76.70412730664528
Advanced,Good,Very High,70.85841677184384
Intermediate,Regular,High,85.85784454982233
Intermediate,Regular,Moderate,61.60068750780355
Intermediate,Excellent,Moderate,70.61130429525907
Novice,Excellent,Moderate,64.66251271101322
Novice,Excellent,Moderate,53.25473988663488
Intermediate,Excellent,High,84.89561474924712
Intermediate,Good,Moderate,59.03290254750817
Novice,Limited,Low,51.66680070509266
Intermediate,Excellent,Moderate,77.06365247745389
Intermediate,Good,High,76.99358589934359
Expert,Good,Moderate,82.88922616954427
Novice,Good,Moderate,56.59732405714192
Expert,Excellent,High,100.0
Novice,Good,Moderate,62.68390248786467
Intermediate,Excellent,Moderate,74.402537129169
Advanced,Excellent,Very High,86.75338584233693
Intermediate,Good,Moderate,72.37737034532873
Expert,Excellent,Moderate,89.04533208102245
Intermediate,Regular,High,69.25424064162816
Novice,Limited,High,57.94062067554441
Intermediate,Good,Moderate,72.95367762858879
Advanced,Limited,Very High,71.40663889894861
Novice,Good,Low,40.37084181856815
Expert,Regular,High,87.6189953549046
Intermediate,Good,Low,62.70286691980983
Intermediate,Excellent,Moderate,72.26306986753372
Advanced,Excellent,Very High,100.0
Intermediate,Limited,Very High,54.28785665105219
Intermediate,Good,Moderate,76.91679791515122
Intermediate,Good,High,76.73718232125309
Novice,Good,Low,62.63312782270437
Intermediate,Excellent,High,73.05239219450668
Expert,Limited,High,62.51619812004945
Expert,Good,High,78.29893060693409
Novice,Regular,Moderate,36.251379057610514
Expert,Excellent,High,86.86261824202758
Intermediate,Excellent,Very High,92.23001800323854
Intermediate,Regular,Unknown,74.34737782547842
Intermediate,Good,Very High,86.30933344466452
Intermediate,regular,High,71.08616811020745
Advanced,Good,High,81.40928926548048
Advanced,Excellent,High,91.01889998897464
Intermediate,Excellent,High,90.89727327302697
Intermediate,Good,Moderate,72.12582738585223
Intermediate,Good,Moderate,53.24779929588034
Intermediate,Good,Very High,77.43321716746271
Intermediate,Excellent,Very High,78.75404343397702
Intermediate,Good,High,77.86665770569928
Advanced,Good,Moderate,84.8907169827202
Novice,Regular,Very High,71.63256422652064
Intermediate,Excellent,High,77.07674600238035
Intermediate,Good,Moderate,72.68114786543438
Intermediate,Regular,Unknown,55.75428203709363
Novice,Limited,High,42.301746269992684
Expert,Regular,High,90.95799729040546
Novice,Limited,Low,35.90218560781377
Intermediate,Regular,Moderate,58.39356010832753
Advanced,Good,Low,58.00202443406174
Advanced,limited,Low,55.37396560668423
Novice,Good,High,57.95629632637244
Advanced,Excellent,HIGH,90.11676219113697
Intermediate,Good,High,89.0786246803112
Novice,Good,Very High,62.22280283806553
Novice,Limited,Moderate,35.29542618513209
Intermediate,Excellent,Low,57.78647809034119
Advanced,Excellent,High,92.8617040188251
Expert,Regular,High,99.47136457200939
Expert,Good,Moderate,99.40904596736058
Novice,Regular,High,69.1795019698429
Novice,Regular,High,68.93312341425282
Novice,Regular,Very High,58.828114487648854
Novice,Good,Moderate,60.13629299921537
Novice,Limited,Moderate,32.51122964935276
Novice,Good,Moderate,60.2575113545233
Expert,Regular,Moderate,71.19812669103378
Novice,Limited,Moderate,58.109133149986505
intermediate,Good,High,81.13679365925368
Expert,Good,High,86.01654492289194
Intermediate,Limited,High,75.26438061058892
Unknown,Regular,Moderate,90.5519511004163
Intermediate,Excellent,High,72.70803231571743
Intermediate,Excellent,Moderate,73.9085145711467
Novice,Regular,Very High,65.64887834119392
Intermediate,Excellent,Low,72.82939948064767
Intermediate,Regular,High,74.1708714127723
Intermediate,Regular,High,60.86775170233352
Intermediate,Good,High,81.41243243668423
Novice,Good,Moderate,58.88665899317813
Novice,Good,High,75.96412692975602
Advanced,Good,High,78.26583926175455
Intermediate,Regular,Very High,72.94519607901529
Intermediate,Regular,High,76.1002814099504
Novice,Regular,Low,51.49432911285525
Intermediate,Regular,Very High,64.20235334262193
Advanced,Good,Moderate,92.24546414306315
Intermediate,Regular,Low,55.28254823755859
Intermediate,Regular,Low,53.41183659321696
Intermediate,Excellent,High,88.28923193402228
Novice,Good,Low,54.68244701521047
Novice,Good,Moderate,51.67879475338853
Novice,Good,Very High,77.4151592451329
Novice,Regular,Moderate,53.58143933710335
Expert,Good,High,89.42979495114324
Novice,Good,High,61.87682724131653
Intermediate,Regular,Very High,65.5006099296132
Intermediate,Limited,Moderate,53.05990587654593
Intermediate,Excellent,High,81.85542440180001
Novice,Excellent,High,81.29444979164738
Expert,Excellent,High,97.74398964243031
Intermediate,Excellent,moderate,58.71004958852456
Intermediate,Regular,Moderate,47.41459314589012
Unknown,Good,Low,61.571683757627355
Intermediate,Limited,Low,39.85776055393707
Intermediate,Limited,Moderate,47.992226537620354
Novice,Excellent,Moderate,69.86848261345993
Novice,Good,High,78.38089113713109
Intermediate,Limited,Low,48.14767549015229
Novice,Good,Moderate,46.55578380300214
Advanced,Excellent,Moderate,69.99838403888793
Advanced,Regular,VERY HIGH,88.79898335540373
Advanced,Good,High,93.69507025005717
Expert,Good,Very High,100.0
Novice,Good,Low,44.93996497142573
Intermediate,Excellent,Moderate,86.10841982349274
Intermediate,Good,Moderate,72.56898897058483
Intermediate,Good,High,80.96549350168472
Intermediate,Limited,Low,59.16768660792942
Intermediate,Good,Moderate,62.65949159891012
Novice,Good,Low,46.36249183609032
Advanced,Good,Moderate,78.69409499077045
Expert,Excellent,Moderate,83.2737840231005
Advanced,Excellent,High,83.70011852163312
Intermediate,Excellent,High,75.18939844870813
Novice,Good,High,75.39109813549051
Intermediate,Limited,Low,46.02028542110589
Intermediate,Regular,Moderate,62.43131750025901
Novice,Good,Moderate,57.64649695686656
Advanced,Good,Very High,98.90852076707506
Advanced,Good,Very High,89.93372258996307
Advanced,Excellent,Low,76.97567701096084
Novice,Good,High,68.35682656630424
Advanced,Good,Very High,97.21157113839055
Advanced,Limited,Moderate,78.62245207649299
Intermediate,Regular,Low,52.107057812213455
Intermediate,Regular,High,65.88163323985366
Novice,Good,Low,45.61178761034472
Novice,Excellent,High,74.81155427515947
Intermediate,Regular,Moderate,65.21497470521196
Advanced,Excellent,High,85.97306092051669
Novice,Regular,High,57.45626922671757
Intermediate,Regular,High,75.94543418504712
Advanced,Regular,High,82.72387452261376
Novice,Regular,High,63.14519265348425
Novice,Excellent,High,72.20737636282266
Intermediate,Limited,High,58.25728423056121
Novice,Limited,High,64.4981946631421
Advanced,Good,High,83.26864407417736
Novice,Regular,Moderate,51.64144210727691
Intermediate,Excellent,Very High,87.00229384380701
Novice,Good,Moderate,52.06880809705804
Intermediate,Good,High,81.68439940868856
Intermediate,Good,Moderate,69.47033838973219
Advanced,Excellent,Low,63.145132390737885
Intermediate,Good,Moderate,76.29207974153427
Expert,Excellent,High,93.30498731237996
Intermediate,Excellent,High,75.20863297310157
Novice,Good,High,83.25843675051355
Novice,Good,Very High,51.59046032810959
Novice,Good,High,69.52442478104408
Intermediate,Excellent,Moderate,77.65691226145124
Intermediate,Regular,High,64.56975009412402
Novice,Excellent,High,76.10393449161549
Novice,Good,Moderate,58.293443579233816
Intermediate,Good,Moderate,72.26648473828091
Intermediate,Good,Moderate,80.45697962539658
Novice,Good,Moderate,46.819695464737535
Novice,Good,Very High,82.3823525295477
Intermediate,Excellent,Moderate,92.84082459391801
Novice,Unknown,High,78.99105082662345
Advanced,Excellent,High,93.06420253053544
Expert,Regular,Low,58.42572553491896
Advanced,Good,Low,71.35266613764682
Novice,Excellent,Low,37.527247904958315
Advanced,Excellent,High,84.11614706254932
Novice,Regular,Moderate,54.55962655563879
Intermediate,Good,Moderate,68.44345269889313
Intermediate,Limited,High,65.2772491485646
Novice,Limited,Moderate,64.83908832568068
Intermediate,Excellent,Very High,69.66621324648003
Intermediate,Regular,High,66.80679401046226
Advanced,Limited,High,79.73446014475437
Intermediate,Good,Moderate,66.85866644793447
Novice,Excellent,High,54.87549045220108
Advanced,Excellent,Very High,89.66033148441069
Advanced,Limited,High,75.04827559064071
Intermediate,Regular,Low,42.78648495973836
Novice,Excellent,High,78.92622089797995
Expert,Good,Moderate,98.4741972262857
Intermediate,Regular,High,78.58040961772271
Advanced,Limited,Very High,62.33927117640669
Novice,Good,Low,50.41511657964294
Novice,Good,Moderate,50.86621806351244
Intermediate,Good,Moderate,68.5695399408686
Intermediate,Good,Moderate,66.37946145835069
Intermediate,Good,Moderate,73.81561310814948
Novice,Good,Moderate,65.0158368139436
Novice,Good,Moderate,56.03384894343564
Novice,Regular,Very High,53.157625298066094
Intermediate,Excellent,High,87.96270214629395
Novice,Good,High,62.71420713379008
Advanced,Good,Moderate,82.2666698010888
NOVICE,Good,Low,69.45188661605366
Intermediate,Excellent,High,85.9258343235068
Intermediate,GOOD,Moderate,69.67263648231379
Intermediate,Regular,Moderate,47.46726214693558
Advanced,Good,Low,90.24029554418057
Advanced,Limited,Moderate,63.13948986970652
Advanced,Good,High,88.08092417437996
Intermediate,Good,Moderate,72.63414549084807
Advanced,Excellent,High,94.6851767613921
Advanced,Limited,High,68.76938726294904
Advanced,Regular,Moderate,77.68573876702308
Intermediate,Good,High,77.31773914455769
Novice,Excellent,High,71.16116044025338
Intermediate,Limited,Very High,54.554534722079595
Novice,Regular,High,57.40207375201648
Advanced,Good,Moderate,65.34738982736815
Intermediate,Limited,Moderate,58.84325855152813
Advanced,Good,Moderate,76.82060105149829
Intermediate,Limited,High,65.31628910898871
Advanced,Regular,High,80.81114189194258
Novice,Excellent,Very High,66.39327931225911
Intermediate,Good,Low,60.40586837772507
Intermediate,Good,High,73.56659098277369
Intermediate,Good,High,82.62459039078365
Intermediate,Excellent,High,86.32510999732692
Novice,Good,Moderate,80.9470137073931
Novice,Excellent,Moderate,62.405776684932164
Novice,Excellent,High,81.44191485980616
Novice,Limited,High,48.155546874423464
Intermediate,Excellent,Moderate,76.69652624494718
Advanced,Good,High,84.85076860190351
Novice,Regular,High,58.95528002840772
Advanced,Excellent,Moderate,88.25491294729254
Novice,Good,Moderate,48.68502505800789
Intermediate,Excellent,High,75.82731166667861
Intermediate,Regular,High,73.41313476809631
Advanced,Good,Low,71.27423987853984
Novice,Excellent,High,75.7283782103931
Intermediate,Good,Low,54.55923003265965
Intermediate,Good,Low,54.52556556322436
Advanced,Good,High,93.88794632692908
Expert,Regular,Moderate,91.22281584310376
Advanced,Good,Low,76.40838670762366
Novice,Regular,High,65.63924644590747
intermediate,Regular,Moderate,65.47220162142573
Intermediate,Good,Very High,84.42504617772038
Intermediate,Excellent,Moderate,64.52173206491938
Expert,Excellent,High,93.16666396268016
Advanced,Good,Moderate,82.22708958980235
Expert,Regular,Very High,100.0
Intermediate,regular,Moderate,53.522598272964984
intermediate,Excellent,High,77.67694674159344
Advanced,Limited,High,74.07809903671006
Expert,Limited,Moderate,70.84148150248173
Intermediate,Limited,Very High,59.614321062195955
Advanced,Good,Moderate,91.46014875062177
Novice,Regular,Low,43.288809520911364
Intermediate,Regular,Moderate,55.41394975319431
Advanced,Regular,Moderate,54.12880095060013
Expert,Excellent,Moderate,87.19852377903898
Expert,Good,High,95.81064277609842
Novice,Excellent,Very High,80.49992862890045
Advanced,Excellent,Moderate,71.46378067787731
Intermediate,Unknown,Low,57.994253809896975
Intermediate,Good,Very High,73.3968569005426
Intermediate,Excellent,Low,61.51137102001011
Intermediate,Good,Low,57.1687583246049
Expert,Good,Moderate,100.0
Advanced,Good,Very High,81.68893297818478
Novice,Regular,Moderate,64.33696373353469
Intermediate,Regular,Very High,81.15914473552
Advanced,Good,High,87.31652760786075
Intermediate,Good,Moderate,70.42319846878355
Advanced,Good,Moderate,85.11126268441993
Intermediate,Excellent,Moderate,83.02831049031796
Intermediate,Excellent,Moderate,69.77434807909997
Intermediate,Excellent,High,76.1226549287989
Intermediate,Regular,Very High,77.68408892863656
Advanced,Excellent,Moderate,81.89505477853211
Advanced,Good,Moderate,70.8622761750093
Intermediate,Good,High,66.49100660722017
Intermediate,Good,Unknown,52.7382850934305
Intermediate,Limited,Low,36.18672159346724
Novice,Regular,Very High,73.84606237544428
Intermediate,Excellent,High,79.06234490676934
Expert,Good,High,87.75275563871132
Novice,Limited,Moderate,42.908976603949604
Intermediate,Regular,Low,60.33351293733518
Intermediate,Good,High,73.94631776307466
Novice,Good,High,57.86531929106769
Intermediate,Good,Moderate,65.76893657851825
Advanced,Limited,Very High,69.5056936653024
Intermediate,Good,High,83.99036957010006
Expert,Good,Moderate,77.76785550665952
Advanced,Regular,High,72.90624426342033
Intermediate,Regular,Moderate,60.58890831789333
Intermediate,Good,Moderate,68.73792391705665
INTERMEDIATE,Excellent,Moderate,73.25573829036473
Intermediate,Excellent,High,88.62070398241681
Intermediate,Good,Moderate,56.402300668633494
Advanced,Good,Low,65.08327453797251
Novice,Regular,High,57.746626626738596
Expert,Good,Moderate,92.96496198018642
Advanced,Limited,Moderate,41.58448350194534
Intermediate,Excellent,High,84.41171940438402
Advanced,Regular,Moderate,64.85824735906795
Intermediate,Good,Very High,73.58001051234501
Novice,Excellent,Moderate,69.59436977254384
Advanced,Good,High,81.55252450342279
Intermediate,Good,Low,68.37161567180092
Advanced,Regular,High,76.34256439074528
Intermediate,Good,High,79.20187985150628
Expert,Excellent,Very High,81.12532502810048
Novice,Excellent,Low,64.48366197742155
Intermediate,Excellent,High,89.5615667176315
Novice,Good,Very High,78.4488541568209
Advanced,Good,Very High,85.40214052529954
Novice,Excellent,Moderate,66.26214664969262
Intermediate,Regular,High,70.94562679667503
Novice,Limited,Moderate,49.56747817423013
Novice,Good,High,58.26621083119154
Advanced,Good,Moderate,74.12194376168141
Novice,Good,High,55.43189265582465
Advanced,Good,Moderate,72.59297116324223
Intermediate,Excellent,Moderate,73.79643566923775
Novice,GOOD,Very High,64.49055463392155
Advanced,Excellent,Low,83.85744189628304
Novice,Regular,Very High,63.704681220104305
Intermediate,Regular,Moderate,76.90408386145411
Novice,Regular,High,55.03642490665426
Novice,Excellent,Low,48.91658113657341
Novice,Regular,Low,47.53994470089192
Intermediate,Regular,Very High,85.32382060010775
Novice,Regular,Very High,64.9364123254077
Intermediate,Regular,High,57.600940603290226
Intermediate,Regular,Very High,76.3970922913122
Intermediate,Good,Moderate,73.40063795321329
Advanced,Excellent,High,100.0
Intermediate,Good,High,71.79114967313079
Novice,Excellent,High,70.52744823285678
Advanced,Good,Low,70.99415943191137
Intermediate,Limited,High,57.385595330042825
Intermediate,Good,Moderate,66.62627567317949
Intermediate,Excellent,High,76.47726373883768
Advanced,Excellent,High,81.20997755937783
Intermediate,Regular,Very High,83.08253585042254
Advanced,Good,High,87.55778132790115
Intermediate,Limited,Moderate,54.96266039483343
Intermediate,Limited,Low,56.09830749497166
Advanced,Excellent,High,88.1862925157925
Intermediate,Good,Moderate,71.46651957948015
Novice,Good,Low,42.04383408815811
Novice,Limited,High,59.1709310547674
Advanced,Good,Moderate,90.91313452357946
Novice,Good,High,69.97083086581658
Intermediate,Good,High,70.33803095941616
Novice,Regular,High,63.45863566032695
Advanced,Good,High,84.82990368121652
Novice,Excellent,Low,62.61140888200066
Advanced,Excellent,Moderate,82.61001888746063
Expert,Regular,High,88.38617536170356
Intermediate,Good,High,78.24313421316253
Intermediate,good,High,70.49809490196216
Advanced,Good,Low,77.53027431320467
Intermediate,Good,High,76.73002345541839
Novice,Good,Moderate,64.81702634746557
Intermediate,Good,High,78.30588243251881
Intermediate,Good,Moderate,67.25252500116385
Intermediate,Good,Moderate,58.320461818777716
Intermediate,Limited,Very High,79.11849871743578
Intermediate,Excellent,High,72.01614648714843
Advanced,Regular,Moderate,85.12594845908326
Intermediate,Limited,Moderate,53.75853835233533
Intermediate,Good,High,73.44490683089815
Novice,Good,Very High,54.18131729719249
Novice,Excellent,Low,44.47953588469891
Intermediate,Regular,Very High,87.51967629696341
Novice,Regular,Moderate,47.55452968015096
Expert,Good,Moderate,94.22759341079575
Intermediate,Excellent,Low,84.49802294424282
Novice,Limited,Low,39.719314431332606
Unknown,Good,Moderate,64.79962261041905
Intermediate,Unknown,Very High,82.72163994292892
Advanced,Regular,Moderate,73.16862890502462
Expert,Limited,Low,69.35259158265471
Novice,Regular,VERY HIGH,56.447297213092554
Advanced,Limited,High,84.03235905864652
INTERMEDIATE,Limited,Very High,49.648873923374154
Intermediate,Good,High,68.54652676118411
Advanced,Limited,High,74.61926926620974
Intermediate,Excellent,Low,67.18841538904081
Intermediate,Excellent,High,97.6798342114288
Novice,Good,Moderate,38.29449404194479
Advanced,Excellent,Moderate,81.16159761481725
Advanced,Limited,High,61.84395018850553
Novice,Good,High,50.622387678037434
Intermediate,Good,High,70.08163294388422
Novice,Good,Moderate,51.8834200327563
Expert,Good,High,96.75834983877364
Expert,Good,High,100.0
Unknown,Limited,High,75.213977969313
Intermediate,Regular,Unknown,67.67863089743926
Expert,Excellent,Moderate,80.8330393827182
Novice,Good,Moderate,45.132514116818584
Expert,Good,Moderate,81.01185696520974
Intermediate,Excellent,Moderate,59.3010123215966
Novice,Good,High,62.81079038916314
Intermediate,Regular,High,67.5183114116058
Intermediate,Good,Low,64.62238955264274
Expert,Good,Moderate,86.1290480338552
Intermediate,Excellent,Moderate,68.63756521146671
Intermediate,Regular,High,72.65667789063234
Advanced,Good,Low,83.5192337265255
Expert,Excellent,High,100.0
Intermediate,Regular,High,61.250161806994555
Novice,Good,Moderate,55.71114622830606
Advanced,Regular,High,85.62219461652188
Intermediate,Regular,MODERATE,55.90780112633814
Intermediate,Good,Moderate,79.05206905399857
Novice,Good,Low,48.70007179616437
Novice,Excellent,High,64.27770681833084
Advanced,Excellent,Moderate,87.27240862795789
Intermediate,Good,Very High,80.72223496278498
Advanced,Good,High,99.83262661833615
Advanced,Regular,Moderate,75.05389211191668
Novice,Good,High,59.76473261607502
Intermediate,Good,Moderate,57.46909058144238
Intermediate,Good,High,68.40331992155015
Intermediate,Good,Moderate,64.20983928038726
Unknown,Excellent,High,100.0
Novice,Excellent,High,80.31145845355725
Advanced,Good,Moderate,76.55316937499697
Expert,Good,Moderate,93.64846006567166
Novice,Good,Moderate,65.89434885067283
Advanced,Limited,Very High,75.15277249616217
Advanced,Limited,Moderate,78.53682789211547
Intermediate,Good,Moderate,58.302591419282365
Expert,Regular,High,77.33973560728916
Advanced,Limited,Low,61.371279051039956
Novice,Good,High,64.98109673547107
Intermediate,Good,High,68.24730763249634
Novice,Good,High,71.4025976811175
Intermediate,Excellent,Moderate,72.42622358736286
Expert,Good,High,94.91072682579549
Advanced,Good,Very High,90.85705174639898
Expert,Good,Low,82.65644254164145
Expert,Excellent,Low,98.4083548532267
Advanced,Good,High,93.69809460850415
Intermediate,Limited,High,58.75904447712678
Novice,Good,High,68.67125478772768
Intermediate,Regular,Low,51.05838016195575
Intermediate,Regular,High,91.88362124696232
Intermediate,Excellent,Very High,91.1350014449713
Novice,Regular,Low,48.02366503914478
Intermediate,Regular,Very High,82.385001673913
Novice,Regular,High,68.0231041609683
Intermediate,Excellent,Very High,87.68754670341497
Intermediate,Good,Moderate,74.89297242284147
Expert,Good,Very High,100.0
Novice,Regular,High,52.96442774814378
Advanced,Good,High,73.39554095766249
Intermediate,Good,Very High,94.09430943033178
Intermediate,Excellent,Very High,78.72186839390362
Novice,Excellent,High,76.58893430174012
Intermediate,Regular,Very High,71.96842624903324
Novice,Good,High,65.90655746894693
Intermediate,Good,Moderate,60.653362183962976
Advanced,Regular,Low,73.27656310114415
Advanced,Good,Moderate,72.47459925070157
Intermediate,Good,Very High,81.70965446015302
Intermediate,Limited,Low,61.92402122955733
Novice,Limited,Very High,61.75037700644347
Novice,Limited,Moderate,52.6804932972719
Intermediate,Excellent,High,78.88391484897345
Expert,Regular,High,100.0
Expert,Good,Moderate,91.27380077467029
Advanced,Excellent,High,93.79495152240192
Expert,Regular,Moderate,79.53985278027655
Intermediate,Good,High,79.20764474885758
Intermediate,Good,High,76.25373370587438
Intermediate,Good,High,75.15421298051275
Intermediate,Limited,Moderate,56.64692610722073
Intermediate,Limited,High,63.35937780131112
Advanced,Regular,Moderate,69.3355220237137
Intermediate,Good,Very High,90.45880144330926
Intermediate,Good,Moderate,81.55772461037732
Expert,Limited,Low,62.97050998482196
Intermediate,Unknown,Low,55.01213612478753
Intermediate,Regular,Moderate,71.97571197913598
Intermediate,Excellent,Moderate,79.86777305958043
Intermediate,Regular,High,80.74296411668263
Intermediate,Regular,Low,64.25267852077496
Advanced,Good,High,89.80984941924568
Intermediate,Limited,High,55.92058132713317
Novice,Excellent,Moderate,34.91409914081892
Novice,REGULAR,Moderate,51.01849702807801
Intermediate,Regular,Very High,66.79909168557818
Advanced,Regular,Moderate,74.78578771270364
Novice,Good,High,81.16996556106818
Novice,Regular,High,50.81455300062319
Novice,Regular,Moderate,65.39667039569711
Intermediate,Regular,High,83.63949346479012
Novice,Good,Moderate,55.35501597757715
Novice,Regular,High,70.6343182560405
Advanced,Good,High,76.79094850334107
Intermediate,Good,High,69.85204040488897
Expert,Excellent,High,100.0
Intermediate,Good,High,71.1926552844736
Advanced,Good,Moderate,87.28543728756318
Intermediate,Excellent,High,93.12225204190699
Novice,Limited,Moderate,34.99751721104934
Advanced,Excellent,High,94.37695205949495
Intermediate,Regular,Moderate,65.28594535846554
Intermediate,Regular,High,76.1845711193122
Novice,Good,High,60.03993745790359
Novice,Good,Moderate,48.1866646680282
Novice,Excellent,Low,65.14393642379912
Intermediate,Good,Moderate,62.64003186648045
Novice,Good,Very High,80.3865866669409
Novice,Good,High,51.54287222826381
Intermediate,Regular,Low,49.72122675202831
Advanced,Excellent,Low,92.41631902831051
Novice,Good,Moderate,49.94738887018677
Novice,Good,High,51.684035418138535
Novice,Good,Moderate,56.05318338026985
Intermediate,Excellent,Moderate,59.84701035183632
Intermediate,Regular,Very High,72.94170989832917
Novice,Good,High,71.60835809064557
Novice,Good,Moderate,48.315130807941536
Novice,Regular,Moderate,50.87855661631719
Advanced,Good,Very High,97.04628409988314
Expert,Good,High,92.02512454531833
Advanced,Good,Moderate,79.20232756289167
Novice,Regular,High,73.32616304940551
Novice,Good,Very High,63.62343798773076
Novice,Excellent,High,84.24732516339307
Intermediate,Regular,Moderate,65.3665051536679
Novice,Excellent,High,73.64689849219165
Advanced,Excellent,Moderate,76.2420995101327
Expert,Regular,Moderate,83.29369023477521
Advanced,Excellent,High,93.1039050263372
Intermediate,Good,High,75.37422489539945
Intermediate,Good,High,77.13395303200315
Novice,Excellent,Moderate,60.66993172436943
Novice,Excellent,Moderate,53.35944451451062
Intermediate,Excellent,High,83.8032870787116
Novice,Good,Moderate,63.35278256542523
Intermediate,Good,High,72.63223006804468
Intermediate,Excellent,High,85.36012774456873
Intermediate,Regular,Low,61.30464386813658
Advanced,Regular,High,91.66414416265945
Expert,Good,Moderate,83.06178724347757
Intermediate,Excellent,Moderate,83.6512146329947
Advanced,Excellent,Moderate,73.14711534160341
Intermediate,Excellent,Moderate,86.94154026460336
Intermediate,Regular,Moderate,61.576647847311065
Novice,Excellent,High,73.473045160881
Novice,Good,Moderate,55.03305520530746
Novice,Excellent,Low,55.35377196234224
Novice,Excellent,Moderate,80.04926838334293
Intermediate,Good,Moderate,67.72489588242406
Intermediate,Good,Very High,75.71183423000775
Novice,Excellent,High,75.73344839240528
Novice,Excellent,High,73.0487671956128
Advanced,Regular,Low,60.15944437287904
Intermediate,Regular,Moderate,64.9122101584706
Novice,Good,High,78.14805349791703
Advanced,Excellent,Moderate,86.0312583820317
Intermediate,Excellent,Very High,78.02293827089001
Intermediate,Regular,High,66.70215617174625
Novice,Excellent,Very High,81.63797607711096
Expert,Regular,Moderate,67.60781535972868
Intermediate,Regular,High,80.50356734552864
Novice,Good,High,60.47343839237816
Intermediate,Regular,Moderate,57.995453479721874
Novice,Good,Moderate,61.56888611738109
Intermediate,Regular,High,76.68022626666175
Novice,REGULAR,Moderate,48.76334171069916
Intermediate,Limited,High,60.31379574482158
